book,pairs,file
解剖列车中文第三版 third edition,44,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/解剖列车中文第三版 third edition/pairs_解剖列车中文第三版 third edition_2026-05-07.json
解剖列车针对徒手和动作治疗师的肌筋膜经验马梁15383866958,44,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/解剖列车针对徒手和动作治疗师的肌筋膜经验马梁15383866958/pairs_解剖列车针对徒手和动作治疗师的肌筋膜经验马梁15383866958_2026-05-07.json
韦德健美训练法,44,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/韦德健美训练法/pairs_韦德健美训练法_2026-05-07.json
马梁解剖列车(第二版)针对徒手和动作治疗师的肌筋膜经验,44,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/马梁解剖列车(第二版)针对徒手和动作治疗师的肌筋膜经验/pairs_马梁解剖列车(第二版)针对徒手和动作治疗师的肌筋膜经验_2026-05-07.json
[办公室保健小动作].董安立.扫描版,43,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[办公室保健小动作].董安立.扫描版/pairs_[办公室保健小动作].董安立.扫描版_2026-05-07.json
基础肌动学 台版,43,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/基础肌动学 台版/pairs_基础肌动学 台版_2026-05-07.json
瑜伽健身术：身体的奇迹，向80岁老人学瑜伽养生,43,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/瑜伽健身术：身体的奇迹，向80岁老人学瑜伽养生/pairs_瑜伽健身术：身体的奇迹，向80岁老人学瑜伽养生_2026-05-07.json
骨盘美人重整计划,42,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨盘美人重整计划/pairs_骨盘美人重整计划_2026-05-07.json
[健身最需要知道的449个问题].矫玮.扫描版,41,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[健身最需要知道的449个问题].矫玮.扫描版/pairs_[健身最需要知道的449个问题].矫玮.扫描版_2026-05-07.json
[牵伸解剖指南].(美)尤卡.科科宁.(美)阿诺德.G.纳尔逊.扫描版,41,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[牵伸解剖指南].(美)尤卡.科科宁.(美)阿诺德.G.纳尔逊.扫描版/pairs_[牵伸解剖指南].(美)尤卡.科科宁.(美)阿诺德.G.纳尔逊.扫描版_2026-05-07.json
《手臂肌肉训练》,41,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《手臂肌肉训练》/pairs_《手臂肌肉训练》_2026-05-07.json
动态拉伸训练--创新热身方法提高肌肉力量强化动作技术增加动作幅度--美国翻译版0,41,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/动态拉伸训练--创新热身方法提高肌肉力量强化动作技术增加动作幅度--美国翻译版0/pairs_动态拉伸训练--创新热身方法提高肌肉力量强化动作技术增加动作幅度--美国翻译版0_2026-05-07.json
已上架664——NSCA——NSCA：Developing+Ag...,41,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/已上架664——NSCA——NSCA：Developing+Ag.../pairs_已上架664——NSCA——NSCA：Developing+Ag..._2026-05-07.json
最佳肌肉训练,41,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/最佳肌肉训练/pairs_最佳肌肉训练_2026-05-07.json
Stretch,40,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Stretch/pairs_Stretch_2026-05-07.json
[女子减肥塑身4周方案·彩图版].王竹.扫描版,40,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[女子减肥塑身4周方案·彩图版].王竹.扫描版/pairs_[女子减肥塑身4周方案·彩图版].王竹.扫描版_2026-05-07.json
《精准拉伸》,40,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《精准拉伸》/pairs_《精准拉伸》_2026-05-07.json
Jay Dawes; Mark Roozen; National Strength & Conditioning Association U.S. Developing agility and quickness,39,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Jay Dawes; Mark Roozen; National Strength & Conditioning Association U.S. Developing agility and quickness/pairs_Jay Dawes; Mark Roozen; National Strengt_2026-05-06.json
NSCA_Guide to program design,39,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA_Guide to program design/pairs_NSCA_Guide to program design_2026-05-06.json
《牵伸解剖指南》【美】,39,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《牵伸解剖指南》【美】/pairs_《牵伸解剖指南》【美】_2026-05-07.json
NSCA：体能训练设计指南,38,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA：体能训练设计指南/pairs_NSCA：体能训练设计指南_2026-05-06.json
[男士完全健身手册]Men's.Health.-.Total.Body.Workbook,38,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[男士完全健身手册]Men's.Health.-.Total.Body.Workbook/pairs_[男士完全健身手册]Men's.Health.-.Total.Body.Work_2026-05-07.json
已上架1009——NSCA——NSCA’s+guide+to+p...,38,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/已上架1009——NSCA——NSCA’s+guide+to+p.../pairs_已上架1009——NSCA——NSCA’s+guide+to+p..._2026-05-07.json
灵敏训练-美国翻译版0,38,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/灵敏训练-美国翻译版0/pairs_灵敏训练-美国翻译版0_2026-05-07.json
怀斯曼生存手册2-强身手册 ,37,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/怀斯曼生存手册2-强身手册 /pairs_怀斯曼生存手册2-强身手册 _2026-05-07.json
骨关节功能解剖学++中卷：下肢_12938817,37,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨关节功能解剖学++中卷：下肢_12938817/pairs_骨关节功能解剖学++中卷：下肢_12938817_2026-05-07.json
17,36,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/17/pairs_17_2026-05-06.json
36,35,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/36/pairs_36_2026-05-06.json
《蕙兰瑜伽  1  生活方式与自然疗愈》,35,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《蕙兰瑜伽  1  生活方式与自然疗愈》/pairs_《蕙兰瑜伽  1  生活方式与自然疗愈》_2026-05-07.json
《国外运动训练科学译丛》 体能训练设计指南,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《国外运动训练科学译丛》 体能训练设计指南/pairs_《国外运动训练科学译丛》 体能训练设计指南_2026-05-07.json
《硬派健身》,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《硬派健身》/pairs_《硬派健身》_2026-05-07.json
《硬派健身》扫,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《硬派健身》扫/pairs_《硬派健身》扫_2026-05-07.json
中国青少年教学训练田径大纲 中国田径协会2009年 (中国田径协会编, 中国田径协会编, 中国田径协会),34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/中国青少年教学训练田径大纲 中国田径协会2009年 (中国田径协会编, 中国田径协会编, 中国田径协会)/pairs_中国青少年教学训练田径大纲 中国田径协会2009年 (中国田径协会编, 中国田径_2026-05-07.json
硬派健身,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/硬派健身/pairs_硬派健身_2026-05-07.json
第8期基础肌动学,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/第8期基础肌动学/pairs_第8期基础肌动学_2026-05-07.json
训练从大脑开始 实现运动能力突破的神经训练系统方案_吕嘉欣主译2023年（彩图）,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/训练从大脑开始 实现运动能力突破的神经训练系统方案_吕嘉欣主译2023年（彩图）/pairs_训练从大脑开始 实现运动能力突破的神经训练系统方案_吕嘉欣主译2023年（彩图）_2026-05-07.json
运动按摩,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动按摩/pairs_运动按摩_2026-05-07.json
骨盘美体操,34,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨盘美体操/pairs_骨盘美体操_2026-05-07.json
Stretching Your Boundaries Flexibility Training for Extreme Calisthenic Strength,33,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Stretching Your Boundaries Flexibility Training for Extreme Calisthenic Strength/pairs_Stretching Your Boundaries Flexibility T_2026-05-07.json
体能训练晴雨表,33,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/体能训练晴雨表/pairs_体能训练晴雨表_2026-05-07.json
骨盘知识,33,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨盘知识/pairs_骨盘知识_2026-05-07.json
《郭老师的跑步课》郭丰州,32,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《郭老师的跑步课》郭丰州/pairs_《郭老师的跑步课》郭丰州_2026-05-07.json
乒乓球 (少年儿童业余训练教材) (少年儿童业余训练《乒乓球》教材编写组编),32,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/乒乓球 (少年儿童业余训练教材) (少年儿童业余训练《乒乓球》教材编写组编)/pairs_乒乓球 (少年儿童业余训练教材) (少年儿童业余训练《乒乓球》教材编写组编)_2026-05-07.json
功能性动作训练的理论与方法（PPT）,32,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/功能性动作训练的理论与方法（PPT）/pairs_功能性动作训练的理论与方法（PPT）_2026-05-07.json
教练保罗的第三本书《C-MASS》中文翻译版【复活玩家】倾力制作,32,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/教练保罗的第三本书《C-MASS》中文翻译版【复活玩家】倾力制作/pairs_教练保罗的第三本书《C-MASS》中文翻译版【复活玩家】倾力制作_2026-05-07.json
颠覆性徒手训练法（中文精简版）,32,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/颠覆性徒手训练法（中文精简版）/pairs_颠覆性徒手训练法（中文精简版）_2026-05-07.json
C-MASS中文翻译【复活玩家】倾力制作,31,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/C-MASS中文翻译【复活玩家】倾力制作/pairs_C-MASS中文翻译【复活玩家】倾力制作_2026-05-06.json
体能训练设计指南--美国翻译版0,31,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/体能训练设计指南--美国翻译版0/pairs_体能训练设计指南--美国翻译版0_2026-05-07.json
美式整脊技术-原理与操作,31,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/美式整脊技术-原理与操作/pairs_美式整脊技术-原理与操作_2026-05-07.json
肌肉健美训练图解_下,31,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉健美训练图解_下/pairs_肌肉健美训练图解_下_2026-05-07.json
肌肉骨骼系统基础生物力学,30,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉骨骼系统基础生物力学/pairs_肌肉骨骼系统基础生物力学_2026-05-07.json
囚徒增肌,28,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/囚徒增肌/pairs_囚徒增肌_2026-05-07.json
《运动康复生物力学》,27,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《运动康复生物力学》/pairs_《运动康复生物力学》_2026-05-07.json
跑步,该怎么跑-实战操练手册,27,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/跑步,该怎么跑-实战操练手册/pairs_跑步,该怎么跑-实战操练手册_2026-05-07.json
平衡球训练,26,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/平衡球训练/pairs_平衡球训练_2026-05-07.json
竞技能力的全面发展  身体功能训练的艺术和科学,26,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/竞技能力的全面发展  身体功能训练的艺术和科学/pairs_竞技能力的全面发展  身体功能训练的艺术和科学_2026-05-07.json
肌肉骨骼系统基础生物力学__郭霞编著_Pg307,26,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/肌肉骨骼系统基础生物力学__郭霞编著_Pg307/pairs_肌肉骨骼系统基础生物力学__郭霞编著_Pg307_2026-05-07.json
颠覆性的徒手训练法,26,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/颠覆性的徒手训练法/pairs_颠覆性的徒手训练法_2026-05-07.json
Men's Health-男士完全健身手册_cropped,25,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Men's Health-男士完全健身手册_cropped/pairs_Men's Health-男士完全健身手册_cropped_2026-05-06.json
体态研究,25,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/体态研究/pairs_体态研究_2026-05-07.json
排球 少年儿童业余训练教材 (少年儿童业余训练《排球》教材编写组编) ,25,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/排球 少年儿童业余训练教材 (少年儿童业余训练《排球》教材编写组编) /pairs_排球 少年儿童业余训练教材 (少年儿童业余训练《排球》教材编写组编) _2026-05-07.json
[多活50年系列：力量训练].(美)韦恩·韦斯科特.扫描版,24,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[多活50年系列：力量训练].(美)韦恩·韦斯科特.扫描版/pairs_[多活50年系列：力量训练].(美)韦恩·韦斯科特.扫描版_2026-05-07.json
《“懒人”训练法之20分钟获得性感马甲线》,24,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《“懒人”训练法之20分钟获得性感马甲线》/pairs_《“懒人”训练法之20分钟获得性感马甲线》_2026-05-07.json
《肌肉健美训练图解》(中)高清扫描珍藏版,24,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《肌肉健美训练图解》(中)高清扫描珍藏版/pairs_《肌肉健美训练图解》(中)高清扫描珍藏版_2026-05-07.json
《酸痛拉筋解剖书》,24,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《酸痛拉筋解剖书》/pairs_《酸痛拉筋解剖书》_2026-05-07.json
第14期力量训练的科学和实践,24,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/第14期力量训练的科学和实践/pairs_第14期力量训练的科学和实践_2026-05-07.json
足球 (《高等学校普通体育课教学参考书》编写组),24,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/足球 (《高等学校普通体育课教学参考书》编写组)/pairs_足球 (《高等学校普通体育课教学参考书》编写组)_2026-05-07.json
酸痛拉筋解剖书,23,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/酸痛拉筋解剖书/pairs_酸痛拉筋解剖书_2026-05-07.json
3-运动训练理论研究 -- 王琳,薛锋编著 -- Di 1 ban, Beijing, 2014 -- 北京_中国社会科学出版社 -- 9787516144183 -- 91bdacb74dd52ed2275aa84eec9035a5 -- Anna’s Archive,22,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/3-运动训练理论研究 -- 王琳,薛锋编著 -- Di 1 ban, Beijing, 2014 -- 北京_中国社会科学出版社 -- 9787516144183 -- 91bdacb74dd52ed2275aa84eec9035a5 -- Anna’s Archive/pairs_3-运动训练理论研究 -- 王琳,薛锋编著 -- Di 1 ban, Beiji_2026-05-06.json
《肌肉健美训练图解》(下)高清扫描珍藏版,22,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《肌肉健美训练图解》(下)高清扫描珍藏版/pairs_《肌肉健美训练图解》(下)高清扫描珍藏版_2026-05-07.json
《酷能跑步营：7天重塑跑步人生》【美】奥顿,22,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《酷能跑步营：7天重塑跑步人生》【美】奥顿/pairs_《酷能跑步营：7天重塑跑步人生》【美】奥顿_2026-05-07.json
弹跳力训练圣经,22,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/弹跳力训练圣经/pairs_弹跳力训练圣经_2026-05-07.json
自身体重训练,22,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/自身体重训练/pairs_自身体重训练_2026-05-07.json
功能解剖 肌与骨骼的解剖、功能及触诊,21,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/功能解剖 肌与骨骼的解剖、功能及触诊/pairs_功能解剖 肌与骨骼的解剖、功能及触诊_2026-05-07.json
第3期 酸痛拉筋解剖书,21,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/第3期 酸痛拉筋解剖书/pairs_第3期 酸痛拉筋解剖书_2026-05-07.json
骨与关节运动损伤_胡广2007,21,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨与关节运动损伤_胡广2007/pairs_骨与关节运动损伤_胡广2007_2026-05-07.json
HP入门书单3 Cael 2010-Functional_Anatomy,20,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/HP入门书单3 Cael 2010-Functional_Anatomy/pairs_HP入门书单3 Cael 2010-Functional_Anatomy_2026-05-06.json
一个人去跑步：马拉松1年级生(高木直子),20,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/一个人去跑步：马拉松1年级生(高木直子)/pairs_一个人去跑步：马拉松1年级生(高木直子)_2026-05-07.json
体适能基础理论,20,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/体适能基础理论/pairs_体适能基础理论_2026-05-07.json
1-运动训练教材合并,19,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/1-运动训练教材合并/pairs_1-运动训练教材合并_2026-05-06.json
力量训练的科学和实践  第2版_12790374,19,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/力量训练的科学和实践  第2版_12790374/pairs_力量训练的科学和实践  第2版_12790374_2026-05-07.json
当代体能和体能训练的演变 武汉体育学院 20141112,19,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/当代体能和体能训练的演变 武汉体育学院 20141112/pairs_当代体能和体能训练的演变 武汉体育学院 20141112_2026-05-07.json
运动解剖学,19,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动解剖学/pairs_运动解剖学_2026-05-07.json
集体性项目的体能训练--高水平竞技运动的专项身体准备（第二版）--美国翻译版0,19,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/集体性项目的体能训练--高水平竞技运动的专项身体准备（第二版）--美国翻译版0/pairs_集体性项目的体能训练--高水平竞技运动的专项身体准备（第二版）--美国翻译版0_2026-05-07.json
3分钟骨骼肌肉和周围神经检查_杨荣森2012译,18,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/3分钟骨骼肌肉和周围神经检查_杨荣森2012译/pairs_3分钟骨骼肌肉和周围神经检查_杨荣森2012译_2026-05-06.json
AM-艾伦 佛尔,18,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/AM-艾伦 佛尔/pairs_AM-艾伦 佛尔_2026-05-06.json
[哈他瑜伽关键肌肉全解].(美)瑞隆.扫描版,18,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[哈他瑜伽关键肌肉全解].(美)瑞隆.扫描版/pairs_[哈他瑜伽关键肌肉全解].(美)瑞隆.扫描版_2026-05-07.json
《肌肉健美训练图解》(上)高清扫描珍藏版,18,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《肌肉健美训练图解》(上)高清扫描珍藏版/pairs_《肌肉健美训练图解》(上)高清扫描珍藏版_2026-05-07.json
排球 (《高等学校普通体育课教学参考书》排球编写组) ,18,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/排球 (《高等学校普通体育课教学参考书》排球编写组) /pairs_排球 (《高等学校普通体育课教学参考书》排球编写组) _2026-05-07.json
羽毛球 (少年儿童业余训练教材《羽毛球》教材编写组编),18,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/羽毛球 (少年儿童业余训练教材《羽毛球》教材编写组编)/pairs_羽毛球 (少年儿童业余训练教材《羽毛球》教材编写组编)_2026-05-07.json
DK时尚健身04_天天普拉提_15分钟就够系列,17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/DK时尚健身04_天天普拉提_15分钟就够系列/pairs_DK时尚健身04_天天普拉提_15分钟就够系列_2026-05-06.json
NSCA_Guide to TA,17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/NSCA_Guide to TA/pairs_NSCA_Guide to TA_2026-05-06.json
[男士健身.美国.-.最佳机构2013年]Men's.Fitness.USA.-.Best.Bodies.2013.美国健身杂志社.影印版,17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[男士健身.美国.-.最佳机构2013年]Men's.Fitness.USA.-.Best.Bodies.2013.美国健身杂志社.影印版/pairs_[男士健身.美国.-.最佳机构2013年]Men's.Fitness.USA.-_2026-05-07.json
健身长跑的奥秘(跑步大全),17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健身长跑的奥秘(跑步大全)/pairs_健身长跑的奥秘(跑步大全)_2026-05-07.json
哈他瑜伽關鍵肌肉全解,17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/哈他瑜伽關鍵肌肉全解/pairs_哈他瑜伽關鍵肌肉全解_2026-05-07.json
生物力学基础,17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/生物力学基础/pairs_生物力学基础_2026-05-07.json
身体力量和柔韧性,17,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/身体力量和柔韧性/pairs_身体力量和柔韧性_2026-05-07.json
YOU：身体使用手册,16,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/YOU：身体使用手册/pairs_YOU：身体使用手册_2026-05-07.json
图解哑铃健身(超详细),16,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/图解哑铃健身(超详细)/pairs_图解哑铃健身(超详细)_2026-05-07.json
已上架949——NSCA——NSCA’s+Guide+to+Te...,16,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/已上架949——NSCA——NSCA’s+Guide+to+Te.../pairs_已上架949——NSCA——NSCA’s+Guide+to+Te..._2026-05-07.json
田径教学训练大纲教法指导书 (国家体委编, China. Guo jia ti wei, 国家体委编, 国家体委 etc.),16,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/田径教学训练大纲教法指导书 (国家体委编, China. Guo jia ti wei, 国家体委编, 国家体委 etc.)/pairs_田径教学训练大纲教法指导书 (国家体委编, China. Guo jia ti _2026-05-07.json
骨关节功能解剖学++下卷++脊柱、骨盆带与头...,16,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/骨关节功能解剖学++下卷++脊柱、骨盆带与头.../pairs_骨关节功能解剖学++下卷++脊柱、骨盆带与头..._2026-05-07.json
Paul Wade - Convict Conditioning Vol. 1 - The Prison Pushup Series (2012),15,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Paul Wade - Convict Conditioning Vol. 1 - The Prison Pushup Series (2012)/pairs_Paul Wade - Convict Conditioning Vol. 1 _2026-05-07.json
[男士健身(美国).-.2013年4月]Men's.Fitness(USA).-.April.2013.美国健身杂志社.影印版,15,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[男士健身(美国).-.2013年4月]Men's.Fitness(USA).-.April.2013.美国健身杂志社.影印版/pairs_[男士健身(美国).-.2013年4月]Men's.Fitness(USA).-_2026-05-07.json
运动员恢复指南--休息放松储备能量达到最佳竞技状态,15,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动员恢复指南--休息放松储备能量达到最佳竞技状态/pairs_运动员恢复指南--休息放松储备能量达到最佳竞技状态_2026-05-07.json
运动员恢复指南--休息放松储备能量达到最佳竞技状态--美国翻译版0,15,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动员恢复指南--休息放松储备能量达到最佳竞技状态--美国翻译版0/pairs_运动员恢复指南--休息放松储备能量达到最佳竞技状态--美国翻译版0_2026-05-07.json
6-运动训练电子书,14,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/6-运动训练电子书/pairs_6-运动训练电子书_2026-05-06.json
12-运动训练学 (田麦久) (2),13,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/12-运动训练学 (田麦久) (2)/pairs_12-运动训练学 (田麦久) (2)_2026-05-06.json
28-运动训练的理论与方法 (В·Н·普拉托诺夫著；陆绍中，张人民等译) ,13,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/28-运动训练的理论与方法 (В·Н·普拉托诺夫著；陆绍中，张人民等译) /pairs_28-运动训练的理论与方法 (В·Н·普拉托诺夫著；陆绍中，张人民等译) _2026-05-06.json
Advanced strenght and conditioning （好好好),13,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/Advanced strenght and conditioning （好好好)/pairs_Advanced strenght and conditioning （好好好)_2026-05-06.json
HP入门书单2 Kraemer et al. 2012-Exercise physiology,13,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/HP入门书单2 Kraemer et al. 2012-Exercise physiology/pairs_HP入门书单2 Kraemer et al. 2012-Exercise phy_2026-05-06.json
[肌肉与健身(美国)2013-04]Muscle.&.Fitness.(USA).2013-04.GNC.影印版,13,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/[肌肉与健身(美国)2013-04]Muscle.&.Fitness.(USA).2013-04.GNC.影印版/pairs_[肌肉与健身(美国)2013-04]Muscle.&.Fitness.(USA)_2026-05-07.json
体能测试与评估指南,13,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/体能测试与评估指南/pairs_体能测试与评估指南_2026-05-07.json
功能解剖——肌与骨骼的解剖、功能及触诊20...(1),12,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/功能解剖——肌与骨骼的解剖、功能及触诊20...(1)/pairs_功能解剖——肌与骨骼的解剖、功能及触诊20...(1)_2026-05-07.json
心脏病学彩色图谱,12,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/心脏病学彩色图谱/pairs_心脏病学彩色图谱_2026-05-07.json
3-运动训练教材合并,11,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/3-运动训练教材合并/pairs_3-运动训练教材合并_2026-05-06.json
《瑜伽3D解剖书-1(肌肉篇)》,11,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《瑜伽3D解剖书-1(肌肉篇)》/pairs_《瑜伽3D解剖书-1(肌肉篇)》_2026-05-07.json
健康体适能理论与实践,11,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健康体适能理论与实践/pairs_健康体适能理论与实践_2026-05-07.json
健美训练教程,11,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/健美训练教程/pairs_健美训练教程_2026-05-07.json
光耀生命.[印度]B.K.S.艾扬格着（全）,11,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/光耀生命.[印度]B.K.S.艾扬格着（全）/pairs_光耀生命.[印度]B.K.S.艾扬格着（全）_2026-05-07.json
《韦德健美训练法则》【美】,10,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/《韦德健美训练法则》【美】/pairs_《韦德健美训练法则》【美】_2026-05-07.json
全图解人体说明书_12315948,10,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/全图解人体说明书_12315948/pairs_全图解人体说明书_12315948_2026-05-07.json
吉姆力量&肌肉百科全书 第一卷-训练概要,10,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/吉姆力量&肌肉百科全书 第一卷-训练概要/pairs_吉姆力量&肌肉百科全书 第一卷-训练概要_2026-05-07.json
周围神经卡压_颈肩腰腿痛、手麻、肌肉、萎....,10,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/周围神经卡压_颈肩腰腿痛、手麻、肌肉、萎..../pairs_周围神经卡压_颈肩腰腿痛、手麻、肌肉、萎...._2026-05-07.json
武汉FMS功能动作筛查与纠正性训练的实际操作应用 ,10,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/武汉FMS功能动作筛查与纠正性训练的实际操作应用 /pairs_武汉FMS功能动作筛查与纠正性训练的实际操作应用 _2026-05-07.json
运动保健按摩疗法（高清版）,10,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/运动保健按摩疗法（高清版）/pairs_运动保健按摩疗法（高清版）_2026-05-07.json
27-训练学 运动训练的理论与方法学导论 (（民主德国）哈雷（Harre，D.）编；蔡俊五，郑再新译) ,9,/root/paddlejob/workspace/env_run/penghaotian/datas/book_md/27-训练学 运动训练的理论与方法学导论 (（民主德国）哈雷（Harre，D.）编；蔡俊五，郑再新译) /pairs_27-训练学 运动训练的理论与方法学导论 (（民主德国）哈雷（Harre，D.）_2026-05-06.json
